Unemployment,Infant Mortality,GDP,GNI,Clean fuels and cooking technologies,Per Capita,Mortality caused by road traffic injury,Tuberculosis Incidence,Malaria Incidence,DPT Immunization,HepB3 Immunization,Measles Immunization,Hospital beds,Safe drinking water,Basic sanitation services,Tuberculosis treatment,Urban population,Rural population,Medical doctors (per 10 000 population),Non-communicable Mortality,Sucide Rate
1.3181332752475836,-0.6844199229701521,-0.27798088371926405,-0.2789056456960392,-0.07278115883720616,-0.4625250871066398,-0.4243953409640916,-0.6758034809363078,-0.00735400547879637,0.865825050455252,0.9073799894170735,0.8510042831596968,0.05278795632999465,-0.5388253975253816,0.7618781009125561,0.7203339907485408,-0.2950026350952689,0.2950026350952689,-0.9130424015250107,-0.6019579830533707,-0.4352234287651607
0.2674922842567102,1.07295988710743,-0.27776894056229284,-0.27918249166037457,-0.9888283879146723,-0.15066301538436397,0.8616349447082366,0.8245554089219377,1.5495602299384033,-2.2655223674568425,-1.540891600229276,-2.214296312992215,-0.5030534240573163,0.011488491323208018,-0.1557466945490221,-0.24153965557187407,0.7227235643923383,-0.7227235643923383,-1.7514351333055609,0.0638921754605406,-0.42617682837531196
3.323447153358656,0.1589654769554731,-0.2770776373958775,-0.278282713940104,0.6027697471110511,-0.14318344708452152,0.7039142492955929,2.2970265870727813,1.1953989902245434,-0.24754292035793718,0.036883424209482596,-0.9603097054755237,0.10112198940715247,0.011488491323208018,-0.8360559838205157,-1.9248185366326,1.3933918847370559,-1.3933918847370559,0.007170974180081412,-0.42673425712865715,-0.7156680408504704
-0.8209542883927532,0.9866599857196915,-0.2790038330863249,-0.2799712882577183,-1.567100026205603,-0.6190866347976288,1.577444254657929,-0.3355733981059994,2.3795165148758914,-0.3171284185337615,-3.118666624668035,-1.5176370865940532,-0.953438732276284,-2.3885254829390723,-1.9708033578513833,0.31955330478170124,-0.8460621737291891,0.8460621737291891,-2.1152599600663917,0.2274343196569401,-0.47140983032455547
0.3298553581739543,0.40609701274763327,-0.27936711433174544,-0.280339304112489,-0.60781753493201,-0.5980667737590613,0.7281789716667688,-0.37461619449636263,-0.5192975462855917,-0.03878642583046419,0.2001015301859059,0.5026746699606159,-0.030698100803277346,0.011488491323208018,0.2836109039610871,-0.4018519299586099,-1.2031881321406646,1.2031881321406648,0.007170974180081412,1.734358362609476,3.9795175614810065
-0.8422805336973448,-0.3431430402095503,-0.27295565484449946,-0.2741799249937146,0.8810968459601778,-0.47619308818767764,0.024502022902664473,-0.5419424647407767,-0.756220680929368,0.7266540541036034,0.7985679187661247,0.8510042831596968,-0.6264516751709683,-0.332113422999184,0.16081314273927408,-1.6843501250524964,0.28693234662898043,-0.28693234662898043,0.007170974180081412,-0.8005448724347125,0.3065978032024329
1.774708939794073,-0.8766333396973878,-0.25177371410388444,-0.25285422259919416,1.0702511298903752,-0.37973599210088826,-0.13321867250997968,-0.6032954304970618,-0.00735400547879637,0.9354105486310764,0.9073799894170735,0.920670205799513,1.1556826691717994,1.1012578523124803,0.6400858230755846,0.6401778535551729,0.28156270435240155,-0.28156270435240155,0.2420459462306225,1.2086871848353355,1.735960664798528
-0.4155939227356479,-1.0649240336342716,-0.23477902405754075,-0.2353345800673071,1.0702511298903752,2.339758650194798,-1.5405725700381883,-0.736598692458445,-0.00735400547879637,0.23955556687283314,-0.0007772490702937808,-0.05465271115791345,0.22854807661056747,1.18762008304005,0.9674352206154233,-0.32169579276524196,1.3942868251164855,-1.3942868251164857,1.6798038878245427,-1.1977186511973965,-0.3718972260362198
-1.1503802158112104,0.810137460153863,-0.2786772560559669,-0.2796479855735262,-1.6265485181430117,-0.6173726394380618,1.9171503678543933,-0.24075517830083146,0.4254012532874978,0.7962395522794278,0.8529739540915992,0.7116724378800644,-0.5872718150250907,-2.6391581963758117,-0.4685843529888752,0.07908489320159753,-1.7256543256518018,1.7256543256518013,0.007170974180081412,0.2858422282985113,-0.09145261395091002
0.0025758726861763526,-0.004425097531055672,-0.2790779535916451,-0.2800575408169549,0.005394204261561212,0.7339132352615886,-0.00835068822704422,-0.7583511075902188,-0.00735400547879637,0.008898159780566236,-0.0007772490702937808,0.004892634329459592,0.007242189168343778,0.011488491323208018,0.8981313863687287,0.005143360881165794,-0.557264913287182,0.557264913287182,0.007170974180081412,-0.006251023592695482,0.000752325842299666
