Life expectancy
78.551
59.259
64.395
56.84
62.545
71.436
70.4
80.8
60.457
77.965
73.0587608685543
69.0239167173076
79.302
78.4
63.503
78.1159496666212
76.846
72.73
73.4694152093359
81.601
66.1
77.3
72.87
50.192
68.442
54.102
65.193
67.722
71.945
67.123
74.73
82.3
81.2
57.378
84.9
66.186164072707
59.492
75.5591527288567
76.2
52.753
58.379
46.347
77.5
55.764
60.3713509710494
68.434
61.563
73.36
51.439
68.5887685556077
66.9
67.413
58.249
72.992
66.0
78.760349122548
68.2723775987629
46.893
85.13
80.2
73.6049513340109
81.6
76.9
50.529
57.255
81.876
75.7
66.75
53.086
76.9
62.399
71.6
55.0713824627628
79.9
75.119
69.895
79.5
80.5
72.1647114787319
65.417
81.021
56.461
77.19
62.041
79.9
79.5
75.446
56.007
74.21
82.9
65.1358245341552
68.2638673880013
62.363
73.321
66.921
80.1
62.581
76.364
76.58794934972
74.422
83.4
83.1
52.1839330065122
77.583
66.264
42.726
69.627
74.229
66.8627544502751
65.2163548847913
84.0
64.1569217692004
64.262
65.862
66.325
43.712
61.258
78.64
68.218
79.1
72.137
48.998
63.377
71.8353361051574
58.18
53.098
61.6663002887565
77.446
81.6
72.017
74.505
68.3570641658268
55.399
58.595
77.14
58.32
72.447
69.2256870506671
71.638
72.102
67.73
71.274
63.74
67.378
78.1
79.9319756848978
63.359
81.1
64.2199001539408
83.6
63.527
69.2
87.179
77.810872593915
82.2
68.606
70.272
77.7815210200166
67.056
71.457
81.8
78.9
64.085
77.782
70.9951569009653
75.2789179139828
75.955
68.931
68.008
80.0
60.458
77.929
80.019
63.561316833409
77.860183038569
62.5547934008324
51.959
71.104
80.5
67.872
67.9
59.1416632592355
72.1
67.595
77.916
68.2141725709953
71.8693866505245
77.622
71.1745398414742
53.833
80.467
67.3391736983487
50.751
77.5
75.4
76.059
61.2227768251613
44.424
67.7096165353533
64.046
69.1432151788091
57.066
64.404
75.1
83.0
55.871
63.0405696723253
65.2626181982307
78.3205523462991
69.12
62.224
54.4877971915703
59.918
56.4023456102584
46.111
68.821
80.3
80.4
67.538
58.852
76.6
75.976
75.88
67.556
49.191
61.147
75.853
57.802
45.77
78.325
75.961
61.9941976277449
65.3121150285017
52.005
82.1
80.066
74.409
53.125
68.5405052519457
73.425
61.7657053480343
66.228
64.943
77.333
81.9
50.263
75.217
49.26
61.342
65.609
51.85
67.8769265467962
62.902
71.265
75.594023302081
73.595
72.695
78.167
83.8624496678245
84.1
72.4
65.506
71.644
64.8891661614553
64.758
73.184
76.7
64.7
79.156
66.971
68.593
69.7246027462477
69.728
62.082
75.754
54.266
63.5184181494433
72.809
49.939
77.1
53.934
72.818
80.8
53.7113970183724
75.4225078446834
74.297
56.8965641229727
62.902
69.594
77.666
47.376
72.0
52.5132344148027
78.23
51.414
72.446
81.7
65.319
41.927
66.698
69.595
75.1924630276328
76.196
65.597
67.146
80.3
76.9247459702789
69.978
60.2355760223271
55.763
78.7
66.5781293984973
72.1606171146646
79.0
78.598
75.933
68.871
83.3
79.4
65.8
69.761
77.846
75.2
74.659
77.3
54.471
51.732
80.2
60.213
58.853
66.84
57.677
81.3
65.28
71.533
70.4228894498142
71.5532777519002
72.172
79.555
77.983
71.7
63.366
83.4
66.014
68.0456887775387
55.198
68.8
72.81
76.647
69.6373745741625
82.2
59.191
64.739
82.3
78.558
76.669
60.085
68.6
66.4734272379878
71.708
60.712
71.092
56.7220223621709
70.0
79.7
74.9789259266599
64.201
76.9
68.4212492994876
58.2539897532016
82.913
59.888
66.121
56.2211262730175
65.970011059699
76.9
62.3788498272004
73.612
79.6
76.1414530654462
74.8
64.198
60.588
70.154
68.173
70.255
68.72
66.203
75.274
77.99
78.7
66.509
75.543
74.614
55.592
79.28
74.491
72.816
76.9
76.7
79.19
77.459
65.8162491982253
65.899
63.6029578981875
76.3726896018406
68.66
79.4
72.652
76.129
69.036
73.3788418076138
81.428
64.9698292237773
65.114
80.974
71.717
79.481
73.109
84.3
82.7
81.3
70.2748144734907
66.619
64.3771168481105
78.1334402569799
75.204
63.534
84.1
71.934
82.5355884669906
75.9
76.556
66.142
83.7
76.157
62.107
79.9
60.566
83.4
84.3
77.739
60.916
78.5
76.175
83.734
70.0144616426936
72.8
76.629
66.1355326060575
70.343
62.59
67.7
66.1402479537114
62.973
68.9915892033674
82.1322097412286
83.2915455507512
68.455
74.67
79.5
55.1289033726866
64.963
68.461
64.845
71.122
73.7
54.295
73.378
78.7388349989776
61.93
56.293
71.8441225214458
65.517
57.001
65.2037974041126
74.776
77.5
73.794
80.704
77.076
67.7
64.351
58.64
73.505
75.343
69.7
79.43
62.648
56.056
59.185
62.3987622779103
67.523
67.449
51.4562745767632
64.622
66.401
71.251
66.891
78.3492850447651
73.778
67.909
61.6317509538504
68.973
82.442
79.2
66.3086860754442
62.4115627534996
81.4
80.1
66.904
60.046
83.1854207024825
75.944
68.4
63.7447878658956
61.765
64.716
79.7
76.062
55.216
82.7
61.133
76.658
47.69
71.674
79.4
73.161
76.594
71.681
79.504
61.719
59.398
71.99
60.101
78.9
77.8
44.369
68.634
73.961
64.865
60.7049938948009
74.26
69.9578587542221
72.547
63.956
75.766
60.201
64.817
71.312
72.051
62.8269581263253
52.926
76.933
78.5
71.281
77.9
76.154
76.4
65.676
78.83
68.9
61.613
80.7
73.606
71.6320771370461
61.516
65.28
73.291
71.7
76.004
79.0
76.605
66.062
57.344
70.8686137155661
64.504
65.0084640341946
55.442
58.153
66.549
59.6455988008534
79.5
59.7690497530143
52.484
80.779
71.606
49.795
77.472
65.4
68.4435605429223
77.668
78.076346079391
71.874
75.701
80.3
40.555
70.83
59.313
71.17
72.3
68.624
81.173
73.3095047596096
64.274
69.526
52.579
57.642
65.326
70.668
76.833
76.068
79.9
79.2
80.5
67.624
65.0812107516003
56.14
75.706
65.3156608471272
81.1
74.137
84.7597363720457
83.1
54.866
64.4445992712121
59.365
79.8
65.0513317599115
80.7015475350635
75.4616002415537
58.5923788275261
70.304
72.7967568638834
55.69
60.52
74.956
54.396
81.5
66.935
66.457
75.6
52.068
52.694
74.441
57.801
79.3
73.761
78.719
79.833
73.388
76.5
79.573
70.771
79.164
70.1
69.3
75.498
70.781
55.5554274134543
56.312
71.3
77.252
65.653
47.749
72.976
71.115
52.728
76.881
66.4366840362149
70.257
76.7
62.645
64.842
72.1126035910642
72.7205481105396
77.656
48.792
69.0694850531465
71.0848757670294
76.5
80.022
67.799
69.466
66.37
74.5
65.351
69.8755259971251
73.57
65.095
71.952
83.5
59.848
80.045
79.29
79.5
63.324
77.3
80.2
80.768
62.521
84.4
67.182
76.765
59.795
74.12
74.388
78.468
78.45
58.529
64.962
84.677
58.3123242459621
66.309
53.607
83.2074353565808
71.702
68.228
75.052
81.4195427945503
75.143
57.923
69.1112837872738
73.156
58.678
54.728
73.4
83.6
70.263
55.495
